secondarykey,Index Value
2001.0,423188
2001.0,423252
2001.0,423300
2001.0,423345
2001.0,423053
2001.0,422600
2001.0,422555
2001.0,422491
2001.0,421796
2001.0,421838
2001.0,421880
2001.0,421921
2001.0,421968
2001.0,422023
2001.0,422068
2001.0,422113
2001.0,422155
2001.0,422220
2001.0,422267
2001.0,422312
2001.0,422353
2001.0,422399
2001.0,422446
2001.0,423437
2001.0,447864
2001.0,426823
2001.0,426921
2001.0,431415
2001.0,431459
2001.0,431504
2001.0,431545
2001.0,431587
2001.0,431629
2001.0,431373
2001.0,431671
2001.0,431770
2001.0,431811
2001.0,431866
2001.0,431908
2001.0,431953
2001.0,431997
2001.0,431723
2001.0,432054
2001.0,431328
2001.0,431232
2001.0,430576
2001.0,430640
2001.0,430686
2001.0,430728
2001.0,430770
2001.0,430812
2001.0,431274
2001.0,430859
2001.0,430947
2001.0,430988
2001.0,431030
2001.0,431072
2001.0,431113
2001.0,431177
2001.0,430903
2001.0,432096
2001.0,432143
2001.0,432185
2001.0,433117
2001.0,433165
2001.0,433207
2001.0,433249
2001.0,433294
2001.0,433360
2001.0,433074
2001.0,433402
2001.0,433492
2001.0,433534
2001.0,433576
2001.0,433642
2001.0,433687
2001.0,433749
2001.0,433447
2001.0,433029
2001.0,432987
2001.0,432946
2001.0,432243
2001.0,432290
2001.0,432331
2001.0,432373
2001.0,432420
2001.0,432462
2001.0,432504
2001.0,432546
2001.0,432594
2001.0,432640
2001.0,432695
2001.0,432739
2001.0,432781
2001.0,432826
2001.0,432892
2001.0,430525
2001.0,426874
2001.0,430483
2001.0,430400
2001.0,427807
2001.0,427857
2001.0,427908
2001.0,427955
2001.0,428002
2001.0,428044
2001.0,427757
2001.0,428101
2001.0,428193
2001.0,428254
2001.0,428298
2001.0,428340
2001.0,428397
2001.0,428445
2001.0,428149
2001.0,428495
2001.0,427710
2001.0,427609
2001.0,426962
2001.0,427010
2001.0,427054
2001.0,427102
2001.0,427148
2001.0,427191
2001.0,427659
2001.0,427239
2001.0,427337
2001.0,427383
2001.0,427434
2001.0,427480
2001.0,427525
2001.0,427567
2001.0,427290
2001.0,428538
2001.0,428583
2001.0,428631
2001.0,429719
2001.0,429762
2001.0,429808
2001.0,429870
2001.0,429929
2001.0,429984
2001.0,429669
2001.0,430026
2001.0,430127
2001.0,430170
2001.0,430216
2001.0,430262
2001.0,430310
2001.0,430358
2001.0,430081
2001.0,429619
2001.0,429572
2001.0,429521
2001.0,428688
2001.0,428735
2001.0,428786
2001.0,428850
2001.0,428894
2001.0,428936
2001.0,428978
2001.0,429080
2001.0,429144
2001.0,429191
2001.0,429255
2001.0,429313
2001.0,429358
2001.0,429408
2001.0,429470
2001.0,430442
2001.0,420059
2001.0,447912
2001.0,447997
2001.0,466498
2001.0,466541
2001.0,466589
2001.0,466634
2001.0,466675
2001.0,466718
2001.0,466434
2001.0,466782
2001.0,466871
2001.0,466916
2001.0,466958
2001.0,467006
2001.0,467048
2001.0,467096
2001.0,466829
2001.0,467143
2001.0,466392
2001.0,466303
2001.0,465648
2001.0,465692
2001.0,465738
2001.0,465787
2001.0,465830
2001.0,465873
2001.0,466351
2001.0,465920
2001.0,466033
2001.0,466075
2001.0,466123
2001.0,466165
2001.0,466208
2001.0,466262
2001.0,465985
2001.0,465603
2001.0,467184
2001.0,467293
2001.0,468200
2001.0,468261
2001.0,468308
2001.0,468356
2001.0,468403
2001.0,468449
2001.0,468155
2001.0,468497
2001.0,468580
2001.0,468637
2001.0,468696
2001.0,468738
2001.0,468780
2001.0,468827
2001.0,468539
2001.0,467245
2001.0,468107
2001.0,468018
2001.0,467334
2001.0,467376
2001.0,467432
2001.0,467475
2001.0,467522
2001.0,467580
2001.0,468065
2001.0,467628
2001.0,467714
2001.0,467772
2001.0,467836
2001.0,467877
2001.0,467922
2001.0,467964
2001.0,467669
2001.0,465561
2001.0,465513
2001.0,465471
2001.0,463023
2001.0,463071
2001.0,463164
2001.0,463206
2001.0,463248
2001.0,463291
2001.0,462975
2001.0,463356
2001.0,463445
2001.0,463487
2001.0,463534
2001.0,463578
2001.0,463626
2001.0,463674
2001.0,463401
2001.0,463721
2001.0,462928
2001.0,462827
2001.0,462143
2001.0,462190
2001.0,462253
2001.0,462324
2001.0,462371
2001.0,462413
2001.0,462885
2001.0,462458
2001.0,462553
2001.0,462594
2001.0,462635
2001.0,462677
2001.0,462738
2001.0,462785
2001.0,462506
2001.0,463766
2001.0,463825
2001.0,463880
2001.0,464795
2001.0,464838
2001.0,464880
2001.0,464922
2001.0,464967
2001.0,465014
2001.0,464753
2001.0,465078
2001.0,465188
2001.0,465233
2001.0,465281
2001.0,465333
2001.0,465381
2001.0,465423
2001.0,465143
2001.0,464708
2001.0,464644
2001.0,464596
2001.0,463922
2001.0,463970
2001.0,464013
2001.0,464062
2001.0,464105
2001.0,464147
2001.0,464190
2001.0,464235
2001.0,464282
2001.0,464323
2001.0,464367
2001.0,464419
2001.0,464464
2001.0,464506
2001.0,464549
2001.0,468874
2001.0,468922
2001.0,468968
2001.0,469016
2001.0,473375
2001.0,473422
2001.0,473486
2001.0,473533
2001.0,473598
2001.0,473643
2001.0,473318
2001.0,473685
2001.0,473797
2001.0,473842
2001.0,473883
2001.0,473946
2001.0,473991
2001.0,474045
2001.0,473756
2001.0,474087
2001.0,473276
2001.0,473187
2001.0,472553
2001.0,472594
2001.0,472640
2001.0,472681
2001.0,472728
2001.0,472769
2001.0,473231
2001.0,472827
2001.0,472913
2001.0,472958
2001.0,473005
2001.0,473053
2001.0,473099
2001.0,473140
2001.0,472869
2001.0,474128
2001.0,474192
2001.0,474254
2001.0,475150
2001.0,475195
2001.0,475236
2001.0,475287
2001.0,475329
2001.0,475377
2001.0,475109
2001.0,475419
2001.0,475510
2001.0,475552
2001.0,475599
2001.0,475647
2001.0,475689
2001.0,475735
2001.0,475460
2001.0,475048
2001.0,475006
2001.0,474964
2001.0,474295
2001.0,474336
2001.0,474378
2001.0,474419
2001.0,474461
2001.0,474507
2001.0,474548
2001.0,474602
2001.0,474647
2001.0,474692
2001.0,474734
2001.0,474795
2001.0,474837
2001.0,474878
2001.0,474920
2001.0,472495
2001.0,462089
2001.0,472453
2001.0,472355
2001.0,469962
2001.0,470004
2001.0,470045
2001.0,470092
2001.0,470134
2001.0,470177
2001.0,469920
2001.0,470224
2001.0,470327
2001.0,470369
2001.0,470411
2001.0,470459
2001.0,470504
2001.0,470550
2001.0,470266
2001.0,470596
2001.0,469863
2001.0,469752
2001.0,469063
2001.0,469105
2001.0,469150
2001.0,469197
2001.0,469262
2001.0,469309
2001.0,469815
2001.0,469356
2001.0,469466
2001.0,469510
2001.0,469553
2001.0,469595
2001.0,469651
2001.0,469705
2001.0,469401
2001.0,470637
2001.0,470703
2001.0,470751
2001.0,471728
2001.0,471769
2001.0,471810
2001.0,471853
2001.0,471895
2001.0,471936
2001.0,471664
2001.0,471983
2001.0,472082
2001.0,472123
2001.0,472165
2001.0,472207
2001.0,472248
2001.0,472290
2001.0,472040
2001.0,471617
2001.0,471574
2001.0,471532
2001.0,470793
2001.0,470858
2001.0,470904
2001.0,470948
2001.0,470992
2001.0,471034
2001.0,471075
2001.0,471122
2001.0,471187
2001.0,471234
2001.0,471292
2001.0,471334
2001.0,471375
2001.0,471422
2001.0,471476
2001.0,472399
2001.0,462025
2001.0,461978
2001.0,461930
2001.0,452378
2001.0,452430
2001.0,452474
2001.0,452515
2001.0,452563
2001.0,452610
2001.0,452330
2001.0,452658
2001.0,452756
2001.0,452803
2001.0,452861
2001.0,452926
2001.0,452977
2001.0,453018
2001.0,452705
2001.0,453061
2001.0,452286
2001.0,452181
2001.0,451524
2001.0,451568
2001.0,451622
2001.0,451670
2001.0,451721
2001.0,451768
2001.0,452225
2001.0,451813
2001.0,451906
2001.0,451953
2001.0,452001
2001.0,452042
2001.0,452090
2001.0,452134
2001.0,451861
2001.0,453106
2001.0,453153
2001.0,453201
2001.0,454165
2001.0,454207
2001.0,454265
2001.0,454313
2001.0,454355
2001.0,454397
2001.0,454121
2001.0,454438
2001.0,454555
2001.0,454602
2001.0,454645
2001.0,454690
2001.0,454733
2001.0,454797
2001.0,454494
2001.0,454076
2001.0,454028
2001.0,453980
2001.0,453246
2001.0,453309
2001.0,453352
2001.0,453395
2001.0,453460
2001.0,453505
2001.0,453548
2001.0,453593
2001.0,453657
2001.0,453708
2001.0,453750
2001.0,453795
2001.0,453842
2001.0,453887
2001.0,453938
2001.0,451474
2001.0,454845
2001.0,451427
2001.0,451339
2001.0,448915
2001.0,448961
2001.0,449006
2001.0,449061
2001.0,449102
2001.0,449154
2001.0,448873
2001.0,449218
2001.0,449316
2001.0,449360
2001.0,449408
2001.0,449459
2001.0,449507
2001.0,449549
2001.0,449269
2001.0,449594
2001.0,448831
2001.0,448746
2001.0,448047
2001.0,448102
2001.0,448144
2001.0,448191
2001.0,448237
2001.0,448279
2001.0,448787
2001.0,448329
2001.0,448426
2001.0,448482
2001.0,448525
2001.0,448584
2001.0,448642
2001.0,448687
2001.0,448375
2001.0,449637
2001.0,449703
2001.0,449751
2001.0,450664
2001.0,450705
2001.0,450752
2001.0,450813
2001.0,450854
2001.0,450918
2001.0,450617
2001.0,450963
2001.0,451054
2001.0,451096
2001.0,451151
2001.0,451205
2001.0,451246
2001.0,451295
2001.0,451013
2001.0,450570
2001.0,450529
2001.0,450471
2001.0,449806
2001.0,449849
2001.0,449891
2001.0,449933
2001.0,449974
2001.0,450015
2001.0,450059
2001.0,450101
2001.0,450145
2001.0,450186
2001.0,450231
2001.0,450278
2001.0,450325
2001.0,450383
2001.0,450430
2001.0,451386
2001.0,447955
2001.0,454895
2001.0,454985
2001.0,459440
2001.0,459492
2001.0,459557
2001.0,459599
2001.0,459646
2001.0,459688
2001.0,459395
2001.0,459740
2001.0,459834
2001.0,459879
2001.0,459926
2001.0,459978
2001.0,460026
2001.0,460071
2001.0,459786
2001.0,460119
2001.0,459347
2001.0,459252
2001.0,458553
2001.0,458608
2001.0,458650
2001.0,458692
2001.0,458747
2001.0,458812
2001.0,459299
2001.0,458860
2001.0,458947
2001.0,458999
2001.0,459063
2001.0,459111
2001.0,459156
2001.0,459208
2001.0,458905
2001.0,460160
2001.0,460202
2001.0,460249
2001.0,461238
2001.0,461279
2001.0,461336
2001.0,461377
2001.0,461418
2001.0,461459
2001.0,461174
2001.0,461504
2001.0,461612
2001.0,461659
2001.0,461707
2001.0,461764
2001.0,461808
2001.0,461872
2001.0,461561
2001.0,461127
2001.0,461085
2001.0,461034
2001.0,460307
2001.0,460355
2001.0,460403
2001.0,460444
2001.0,460504
2001.0,460550
2001.0,460598
2001.0,460639
2001.0,460690
2001.0,460731
2001.0,460775
2001.0,460847
2001.0,460904
2001.0,460949
2001.0,460993
2001.0,458488
2001.0,454940
2001.0,458446
2001.0,458354
2001.0,455892
2001.0,455940
2001.0,455998
2001.0,456041
2001.0,456084
2001.0,456128
2001.0,455851
2001.0,456175
2001.0,456291
2001.0,456334
2001.0,456382
2001.0,456433
2001.0,456477
2001.0,456524
2001.0,456233
2001.0,456572
2001.0,455805
2001.0,455710
2001.0,455036
2001.0,455094
2001.0,455142
2001.0,455187
2001.0,455231
2001.0,455282
2001.0,455760
2001.0,455324
2001.0,455417
2001.0,455468
2001.0,455519
2001.0,455570
2001.0,455615
2001.0,455663
2001.0,455369
2001.0,456637
2001.0,456695
2001.0,456739
2001.0,457687
2001.0,457749
2001.0,457814
2001.0,457856
2001.0,457898
2001.0,457942
2001.0,457642
2001.0,457984
2001.0,458071
2001.0,458129
2001.0,458172
2001.0,458218
2001.0,458260
2001.0,458308
2001.0,458026
2001.0,457598
2001.0,457554
2001.0,457489
2001.0,456786
2001.0,456834
2001.0,456876
2001.0,456923
2001.0,456970
2001.0,457013
2001.0,457055
2001.0,457103
2001.0,457158
2001.0,457206
2001.0,457252
2001.0,457300
2001.0,457348
2001.0,457393
2001.0,457441
2001.0,458404
2001.0,420015
2001.0,419961
2001.0,419862
2001.0,132533
2001.0,132783
2001.0,132950
2001.0,133190
2001.0,133578
2001.0,133966
2001.0,132297
2001.0,134097
2001.0,134403
2001.0,134866
2001.0,134934
2001.0,135052
2001.0,135121
2001.0,135831
2001.0,134284
2001.0,135886
2001.0,131922
2001.0,131520
2001.0,128584
2001.0,128923
2001.0,128991
2001.0,129160
2001.0,129229
2001.0,129350
2001.0,131635
2001.0,129410
2001.0,129862
2001.0,130053
2001.0,130461
2001.0,130560
2001.0,131133
2001.0,131202
2001.0,129668
2001.0,128464
2001.0,136158
2001.0,136712
2001.0,141026
2001.0,141077
2001.0,141280
2001.0,141828
2001.0,142144
2001.0,142198
2001.0,140661
2001.0,142267
2001.0,142403
2001.0,142596
2001.0,142977
2001.0,143147
2001.0,143208
2001.0,143456
2001.0,142335
2001.0,136524
2001.0,140404
2001.0,139725
2001.0,136900
2001.0,137133
2001.0,137188
2001.0,137254
2001.0,137527
2001.0,137901
2001.0,140043
2001.0,138160
2001.0,138469
2001.0,138590
2001.0,138726
2001.0,138784
2001.0,139158
2001.0,139656
2001.0,138216
2001.0,128332
2001.0,128263
2001.0,128148
2001.0,115595
2001.0,115731
2001.0,115919
2001.0,116118
2001.0,116173
2001.0,116510
2001.0,115038
2001.0,116951
2001.0,117480
2001.0,117617
2001.0,117684
2001.0,118411
2001.0,118599
2001.0,118695
2001.0,117114
2001.0,118945
2001.0,114525
2001.0,114110
2001.0,110401
2001.0,110451
2001.0,110519
2001.0,110787
2001.0,111521
2001.0,111711
2001.0,114391
2001.0,111916
2001.0,112243
2001.0,112440
2001.0,112914
2001.0,113279
2001.0,113334
2001.0,113930
2001.0,112189
2001.0,119184
2001.0,119320
2001.0,119453
2001.0,123814
2001.0,123869
2001.0,123964
2001.0,124030
2001.0,124219
2001.0,124357
2001.0,123450
2001.0,124790
2001.0,125551
2001.0,126051
2001.0,126559
2001.0,127250
2001.0,127774
2001.0,128042
2001.0,125045
2001.0,122821
2001.0,122614
2001.0,122559
2001.0,119641
2001.0,120145
2001.0,120336
2001.0,120465
2001.0,120516
2001.0,120631
2001.0,120748
2001.0,120882
2001.0,121182
2001.0,121237
2001.0,121398
2001.0,121652
2001.0,121772
2001.0,122119
2001.0,122431
2001.0,143715
2001.0,143770
2001.0,144023
2001.0,144322
2001.0,163951
2001.0,164273
2001.0,164530
2001.0,164585
2001.0,164767
2001.0,165297
2001.0,163833
2001.0,165486
2001.0,165654
2001.0,165714
2001.0,165764
2001.0,165810
2001.0,166019
2001.0,166257
2001.0,165606
2001.0,166380
2001.0,163575
2001.0,163242
2001.0,159743
2001.0,159928
2001.0,160027
2001.0,160353
2001.0,160520
2001.0,160763
2001.0,163395
2001.0,161065
2001.0,162025
2001.0,162208
2001.0,162651
2001.0,162833
2001.0,162953
2001.0,163119
2001.0,161383
2001.0,166580
2001.0,166813
2001.0,167063
2001.0,171016
2001.0,171268
2001.0,171521
2001.0,171634
2001.0,171877
2001.0,172067
2001.0,170695
2001.0,172121
2001.0,172374
2001.0,172621
2001.0,172799
2001.0,172986
2001.0,173299
2001.0,173418
2001.0,172319
2001.0,170423
2001.0,170303
2001.0,169912
2001.0,167184
2001.0,167356
2001.0,167485
2001.0,167533
2001.0,167751
2001.0,168191
2001.0,168259
2001.0,168448
2001.0,168502
2001.0,168835
2001.0,169020
2001.0,169140
2001.0,169328
2001.0,169582
2001.0,169637
2001.0,159675
2001.0,110333
2001.0,159260
2001.0,158872
2001.0,148083
2001.0,148180
2001.0,148360
2001.0,148480
2001.0,148935
2001.0,149196
2001.0,147759
2001.0,149565
2001.0,149990
2001.0,150193
2001.0,150249
2001.0,150365
2001.0,150563
2001.0,150950
2001.0,149872
2001.0,151072
2001.0,147622
2001.0,147521
2001.0,144513
2001.0,144565
2001.0,144754
2001.0,144890
2001.0,145192
2001.0,145379
2001.0,147575
2001.0,145434
2001.0,145768
2001.0,146139
2001.0,146531
2001.0,147083
2001.0,147267
2001.0,147453
2001.0,145706
2001.0,151332
2001.0,151435
2001.0,151703
2001.0,156144
2001.0,156265
2001.0,156642
2001.0,157015
2001.0,157136
2001.0,157380
2001.0,155901
2001.0,157553
2001.0,157994
2001.0,158129
2001.0,158198
2001.0,158388
2001.0,158595
2001.0,158663
2001.0,157872
2001.0,155802
2001.0,155555
2001.0,155442
2001.0,151891
2001.0,152022
2001.0,152346
2001.0,152465
2001.0,152854
2001.0,153025
2001.0,153091
2001.0,153151
2001.0,153274
2001.0,153804
2001.0,154321
2001.0,154556
2001.0,154814
2001.0,154882
2001.0,155210
2001.0,159196
2001.0,110265
2001.0,109807
2001.0,109684
2001.0,47156
2001.0,47223
2001.0,48898
2001.0,49300
2001.0,49428
2001.0,49495
2001.0,46844
2001.0,50718
2001.0,52086
2001.0,52352
2001.0,52866
2001.0,52933
2001.0,53159
2001.0,53226
2001.0,51429
2001.0,53292
2001.0,46473
2001.0,45855
2001.0,41815
2001.0,42101
2001.0,42357
2001.0,42846
2001.0,43428
2001.0,43760
2001.0,46297
2001.0,44268
2001.0,44647
2001.0,45090
2001.0,45221
2001.0,45472
2001.0,45540
2001.0,45590
2001.0,44535
2001.0,53360
2001.0,53558
2001.0,53761
2001.0,61263
2001.0,61529
2001.0,61727
2001.0,61794
2001.0,61974
2001.0,62041
2001.0,61131
2001.0,64119
2001.0,65004
2001.0,65267
2001.0,65588
2001.0,65791
2001.0,65858
2001.0,66064
2001.0,64949
2001.0,60544
2001.0,60284
2001.0,60228
2001.0,54074
2001.0,54391
2001.0,54827
2001.0,55088
2001.0,55611
2001.0,56772
2001.0,57078
2001.0,57607
2001.0,57653
2001.0,57715
2001.0,58032
2001.0,58698
2001.0,58809
2001.0,59386
2001.0,59452
2001.0,41567
2001.0,66131
2001.0,41501
2001.0,40618
2001.0,15620
2001.0,16017
2001.0,16396
2001.0,17040
2001.0,17663
2001.0,17864
2001.0,15492
2001.0,18043
2001.0,18413
2001.0,18712
2001.0,18843
2001.0,20093
2001.0,20161
2001.0,20598
2001.0,18156
2001.0,20733
2001.0,9282
2001.0,8337
2001.0,383
2001.0,1058
2001.0,1123
2001.0,1234
2001.0,1522
2001.0,1956
2001.0,8532
2001.0,2022
2001.0,3861
2001.0,7323
2001.0,8039
2001.0,8094
2001.0,8159
2001.0,8215
2001.0,3053
2001.0,20937
2001.0,21517
2001.0,21585
2001.0,32358
2001.0,32520
2001.0,33548
2001.0,34000
2001.0,34392
2001.0,35138
2001.0,32029
2001.0,35852
2001.0,36172
2001.0,36737
2001.0,36784
2001.0,38146
2001.0,38561
2001.0,39253
2001.0,36104
2001.0,31830
2001.0,30485
2001.0,30057
2001.0,21761
2001.0,21885
2001.0,22922
2001.0,23565
2001.0,23762
2001.0,23824
2001.0,23880
2001.0,24143
2001.0,25537
2001.0,25936
2001.0,26070
2001.0,29462
2001.0,29702
2001.0,29795
2001.0,29989
2001.0,41324
2001.0,173790
2001.0,66328
2001.0,67733
2001.0,98711
2001.0,98764
2001.0,98812
2001.0,99138
2001.0,99431
2001.0,99853
2001.0,98643
2001.0,100039
2001.0,100291
2001.0,100527
2001.0,100595
2001.0,100782
2001.0,100953
2001.0,101069
2001.0,100157
2001.0,101431
2001.0,98454
2001.0,98004
2001.0,94190
2001.0,94322
2001.0,94594
2001.0,94865
2001.0,94934
2001.0,95463
2001.0,98270
2001.0,96053
2001.0,96722
2001.0,96906
2001.0,97380
2001.0,97430
2001.0,97611
2001.0,97813
2001.0,96669
2001.0,101692
2001.0,101747
2001.0,101880
2001.0,105320
2001.0,105517
2001.0,105955
2001.0,106127
2001.0,106263
2001.0,106650
2001.0,105195
2001.0,107103
2001.0,107527
2001.0,107787
2001.0,108107
2001.0,108408
2001.0,109051
2001.0,109617
2001.0,107297
2001.0,105148
2001.0,104885
2001.0,104834
2001.0,101999
2001.0,102385
2001.0,102618
2001.0,102672
2001.0,102934
2001.0,102989
2001.0,103259
2001.0,103377
2001.0,103750
2001.0,103805
2001.0,104189
2001.0,104363
2001.0,104600
2001.0,104655
2001.0,104720
2001.0,94000
2001.0,66908
2001.0,93432
2001.0,93047
2001.0,72846
2001.0,73942
2001.0,74142
2001.0,74514
2001.0,74786
2001.0,75117
2001.0,72354
2001.0,75509
2001.0,75956
2001.0,76361
2001.0,76430
2001.0,77092
2001.0,77296
2001.0,77364
2001.0,75828
2001.0,77559
2001.0,71997
2001.0,71836
2001.0,67802
2001.0,68071
2001.0,68139
2001.0,68340
2001.0,68585
2001.0,68720
2001.0,71949
2001.0,68786
2001.0,69120
2001.0,69663
2001.0,69731
2001.0,70681
2001.0,71206
2001.0,71321
2001.0,68854
2001.0,77826
2001.0,78083
2001.0,79004
2001.0,87515
2001.0,87584
2001.0,88244
2001.0,88648
2001.0,88694
2001.0,88741
2001.0,87333
2001.0,89139
2001.0,90990
2001.0,91430
2001.0,91747
2001.0,92206
2001.0,92389
2001.0,92930
2001.0,89408
2001.0,86819
2001.0,86300
2001.0,85990
2001.0,79455
2001.0,79859
2001.0,80163
2001.0,80229
2001.0,80669
2001.0,82274
2001.0,82449
2001.0,82652
2001.0,84171
2001.0,84239
2001.0,84420
2001.0,84534
2001.0,84729
2001.0,85251
2001.0,85786
2001.0,93169
2001.0,174209
2001.0,174263
2001.0,174330
2001.0,408937
2001.0,408989
2001.0,409045
2001.0,409096
2001.0,409147
2001.0,409198
2001.0,408881
2001.0,409253
2001.0,409358
2001.0,409414
2001.0,409465
2001.0,409521
2001.0,409576
2001.0,409632
2001.0,409307
2001.0,409687
2001.0,408829
2001.0,408722
2001.0,407970
2001.0,408021
2001.0,408075
2001.0,408131
2001.0,408183
2001.0,408234
2001.0,408778
2001.0,408289
2001.0,408400
2001.0,408454
2001.0,408510
2001.0,408561
2001.0,408612
2001.0,408668
2001.0,408345
2001.0,409742
2001.0,409796
2001.0,409850
2001.0,410916
2001.0,410968
2001.0,411023
2001.0,411074
2001.0,411130
2001.0,411181
2001.0,410865
2001.0,411236
2001.0,411348
2001.0,411403
2001.0,411454
2001.0,411505
2001.0,411560
2001.0,411611
2001.0,411292
2001.0,410814
2001.0,410763
2001.0,410708
2001.0,409904
2001.0,409958
2001.0,410014
2001.0,410070
2001.0,410122
2001.0,410176
2001.0,410230
2001.0,410281
2001.0,410336
2001.0,410391
2001.0,410445
2001.0,410500
2001.0,410552
2001.0,410604
2001.0,410656
2001.0,407916
2001.0,411667
2001.0,407862
2001.0,407750
2001.0,405034
2001.0,405090
2001.0,405145
2001.0,405196
2001.0,405251
2001.0,405305
2001.0,404978
2001.0,405357
2001.0,405467
2001.0,405519
2001.0,405573
2001.0,405624
2001.0,405679
2001.0,405730
2001.0,405412
2001.0,405782
2001.0,404927
2001.0,404825
2001.0,403294
2001.0,403475
2001.0,403647
2001.0,403702
2001.0,403758
2001.0,403860
2001.0,404876
2001.0,404058
2001.0,404246
2001.0,404372
2001.0,404448
2001.0,404524
2001.0,404713
2001.0,404769
2001.0,404184
2001.0,405833
2001.0,405884
2001.0,405935
2001.0,406994
2001.0,407046
2001.0,407102
2001.0,407158
2001.0,407213
2001.0,407269
2001.0,406939
2001.0,407324
2001.0,407431
2001.0,407486
2001.0,407538
2001.0,407592
2001.0,407648
2001.0,407699
2001.0,407380
2001.0,406888
2001.0,406837
2001.0,406783
2001.0,405990
2001.0,406041
2001.0,406093
2001.0,406148
2001.0,406202
2001.0,406253
2001.0,406304
2001.0,406358
2001.0,406414
2001.0,406470
2001.0,406526
2001.0,406577
2001.0,406628
2001.0,406679
2001.0,406731
2001.0,407806
2001.0,403150
2001.0,411723
2001.0,411830
2001.0,416736
2001.0,416792
2001.0,416848
2001.0,416902
2001.0,416958
2001.0,417012
2001.0,416682
2001.0,417063
2001.0,417172
2001.0,417226
2001.0,417278
2001.0,417334
2001.0,417389
2001.0,417445
2001.0,417118
2001.0,417497
2001.0,416627
2001.0,416522
2001.0,415763
2001.0,415817
2001.0,415871
2001.0,415927
2001.0,415979
2001.0,416035
2001.0,416576
2001.0,416087
2001.0,416196
2001.0,416252
2001.0,416306
2001.0,416358
2001.0,416414
2001.0,416470
2001.0,416141
2001.0,417552
2001.0,417606
2001.0,417657
2001.0,419202
2001.0,419247
2001.0,419292
2001.0,419337
2001.0,419395
2001.0,419452
2001.0,419157
2001.0,419497
2001.0,419588
2001.0,419630
2001.0,419680
2001.0,419727
2001.0,419769
2001.0,419816
2001.0,419545
2001.0,418614
2001.0,418559
2001.0,418505
2001.0,417708
2001.0,417760
2001.0,417815
2001.0,417866
2001.0,417919
2001.0,417971
2001.0,418022
2001.0,418073
2001.0,418127
2001.0,418183
2001.0,418235
2001.0,418291
2001.0,418343
2001.0,418398
2001.0,418449
2001.0,415711
2001.0,411775
2001.0,415660
2001.0,415548
2001.0,412835
2001.0,412890
2001.0,412942
2001.0,412998
2001.0,413052
2001.0,413103
2001.0,412781
2001.0,413159
2001.0,413270
2001.0,413322
2001.0,413376
2001.0,413427
2001.0,413482
2001.0,413538
2001.0,413214
2001.0,413592
2001.0,412727
2001.0,412621
2001.0,411881
2001.0,411935
2001.0,411991
2001.0,412045
2001.0,412097
2001.0,412152
2001.0,412672
2001.0,412204
2001.0,412311
2001.0,412363
2001.0,412415
2001.0,412467
2001.0,412518
2001.0,412569
2001.0,412259
2001.0,413644
2001.0,413700
2001.0,413756
2001.0,414807
2001.0,414858
2001.0,414913
2001.0,414964
2001.0,415020
2001.0,415072
2001.0,414756
2001.0,415124
2001.0,415228
2001.0,415279
2001.0,415330
2001.0,415382
2001.0,415437
2001.0,415493
2001.0,415176
2001.0,414700
2001.0,414644
2001.0,414593
2001.0,413811
2001.0,413865
2001.0,413916
2001.0,413970
2001.0,414025
2001.0,414076
2001.0,414127
2001.0,414178
2001.0,414233
2001.0,414284
2001.0,414336
2001.0,414387
2001.0,414438
2001.0,414489
2001.0,414541
2001.0,415604
2001.0,475777
2001.0,403021
2001.0,402838
2001.0,188956
2001.0,189146
2001.0,189197
2001.0,189414
2001.0,189482
2001.0,189603
2001.0,188838
2001.0,189876
2001.0,190293
2001.0,190600
2001.0,190654
2001.0,190836
2001.0,190932
2001.0,190978
2001.0,190108
2001.0,191080
2001.0,188701
2001.0,188445
2001.0,186712
2001.0,186832
2001.0,186887
2001.0,187084
2001.0,187137
2001.0,187205
2001.0,188512
2001.0,187260
2001.0,187445
2001.0,187630
2001.0,187860
2001.0,188051
2001.0,188222
2001.0,188273
2001.0,187390
2001.0,191202
2001.0,191394
2001.0,191527
2001.0,194099
2001.0,194290
2001.0,194340
2001.0,194475
2001.0,194677
2001.0,194933
2001.0,193982
2001.0,195117
2001.0,195268
2001.0,195316
2001.0,195371
2001.0,195439
2001.0,195507
2001.0,195560
2001.0,195170
2001.0,193781
2001.0,193660
2001.0,193492
2001.0,191582
2001.0,191635
2001.0,191863
2001.0,191917
2001.0,191980
2001.0,192049
2001.0,192235
2001.0,192354
2001.0,192474
2001.0,192593
2001.0,192646
2001.0,192714
2001.0,192952
2001.0,193142
2001.0,193374
2001.0,186525
2001.0,195724
2001.0,186410
2001.0,186177
2001.0,177747
2001.0,177802
2001.0,178120
2001.0,178189
2001.0,178305
2001.0,178359
2001.0,177547
2001.0,178471
2001.0,178727
2001.0,178781
2001.0,178917
2001.0,179185
2001.0,179309
2001.0,179363
2001.0,178525
2001.0,179416
2001.0,177492
2001.0,177346
2001.0,174392
2001.0,174768
2001.0,175040
2001.0,175229
2001.0,175363
2001.0,175495
2001.0,177447
2001.0,175549
2001.0,176190
2001.0,176451
2001.0,176642
2001.0,176779
2001.0,176903
2001.0,177159
2001.0,175867
2001.0,179463
2001.0,179532
2001.0,179582
2001.0,183679
2001.0,184228
2001.0,184288
2001.0,184391
2001.0,184558
2001.0,184680
2001.0,183562
2001.0,184886
